"scope","lang","const","translation","pages"
"global","ro","str_drop_profile_confirm_text","Sunteți siguri că doriți să ștergeți contul Dumneavoastră de utilizator OpenBioMaps???<br>Nu veți putea intra în OpenBioMaps și nu veți putea utiliza serviciile disponibile utilizatorilor logați până când nu primiți o invitație nouă!","main.js.php"
"global","en","str_drop_seleted_items","drop selected items","interface.php"
"global","hu","str_drop_seleted_items","kiválasztott elemek eldobása","interface.php"
"global","ro","str_drop_seleted_items","aruncă obiectele selectate","interface.php"
"global","en","str_dropselinv","drop selected invites","profile.php"
"global","hu","str_dropselinv","kiválasztott meghívások eldobása","profile.php"
"global","ro","str_dropselinv","ștergerea invitațiilor selectate","profile.php"
"global","en","str_dutch","Dutch","profile.php"
"global","hu","str_dutch","Holland","profile.php"
"global","ro","str_dutch","olandeză","profile.php"
"global","en","str_edit","edit","project_admin.php,results_builder.php"
"global","hu","str_edit","szerkeszt","project_admin.php,results_builder.php"
"global","ro","str_edit","editează","project_admin.php,results_builder.php"
"global","en","str_edit_options","edit options","results_builder.php"
"global","hu","str_edit_options","szerkesztési opciók","results_builder.php"
"global","ro","str_edit_options","opțiuni de editare","results_builder.php"
"global","en","str_edit_these_data","edit these data","results_builder.php"
"global","hu","str_edit_these_data","ezen adatok szerkesztése","results_builder.php"
"global","ro","str_edit_these_data","editează aceste date","results_builder.php"
"global","en","str_email","e-mail address","common_pg_funcs.php,profile.php,project_admin.php"
"global","hu","str_email","e-mail cím","common_pg_funcs.php,profile.php,project_admin.php"
"global","ro","str_email","adresă e-mail","common_pg_funcs.php,profile.php,project_admin.php"
"global","en","str_email_receive","receive mails from the project","profile.php"
"global","hu","str_email_receive","emailek a projekttől","profile.php"
"global","ro","str_email_receive","Doriți să primiți email-uri despre baza de date?","profile.php"
"global","en","str_email_visibility","visibile email address for project members","profile.php"
"global","hu","str_email_visibility","email cím látható a projekt tagoknak","profile.php"
"global","ro","str_email_visibility","Permiteți vizualizarea adresei de e-mail membrilor înregistrați?","profile.php"
"global","en","str_enabled","enabled","project_admin.php"
"global","hu","str_enabled","engedélyezett","project_admin.php"
"global","ro","str_enabled","admis","project_admin.php"
"global","en","str_english","English","profile.php"
"global","hu","str_english","Angol","profile.php"
"global","ro","str_english","engleză","profile.php"
"global","en","str_enter","Enter","common_pg_funcs.php"
"global","hu","str_enter","Belépés","common_pg_funcs.php"
"global","ro","str_enter","intrare","common_pg_funcs.php"
"global","en","str_everyone","everyone","profile.php"
"global","hu","str_everyone","bárki","profile.php"
"global","ro","str_everyone","oricine","profile.php"
"global","en","str_exact_date","exact date",
"global","hu","str_exact_date","pontos dátum",
"global","ro","str_exact_date","data exactă",
"global","en","str_exact_match","exact match","upload_show-table-form.php"
"global","hu","str_exact_match","pontos egyezés","upload_show-table-form.php"
"global","ro","str_exact_match","potrivire exactă","upload_show-table-form.php"
"global","en","str_excel_days","excel days","upload_show-table-form.php"
"global","hu","str_excel_days","excel napok","upload_show-table-form.php"
"global","ro","str_excel_days","zile excel","upload_show-table-form.php"
"global","en","str_excel_time","excel time","upload_show-table-form.php"
"global","hu","str_excel_time","excel idő","upload_show-table-form.php"
"global","ro","str_excel_time","timp excel","upload_show-table-form.php"
"global","en","str_expired","expired","profile.php"
"global","hu","str_expired","lejárt","profile.php"
"global","ro","str_expired","expirat","profile.php"
"global","en","str_external_refs","external references","metaname.php"
"global","hu","str_external_refs","külső hivatkozások","metaname.php"
"global","ro","str_external_refs","referințe externe","metaname.php"
"global","en","str_failed_to_assemble_query_string","Failed to assemble the query string","main.js.php"
"global","hu","str_failed_to_assemble_query_string","Nem sikerült összerakni a lekérdezést","main.js.php"
"global","ro","str_failed_to_assemble_query_string","A eșuat asamblarea interogării","main.js.php"
"global","en","str_false","false","common_pg_funcs.php,project_admin.php"
"global","hu","str_false","nem","common_pg_funcs.php,project_admin.php"
"global","ro","str_false","nu","common_pg_funcs.php,project_admin.php"
"global","en","str_family_name","family name","profile.php"
"global","hu","str_family_name","családnév","profile.php"
"global","ro","str_family_name","nume","profile.php"
"global","en","str_example_fields","example data fields","profile.php"
"global","hu","str_example_fields","példa adatmezők","profile.php"
"global","ro","str_example_fields","câmpuri de date","profile.php"
"global","en","str_file","file","interface.php,mainpage_footer.php,project_admin.php,upload_funcs.php"
"global","hu","str_file","fájl","interface.php,mainpage_footer.php,project_admin.php,upload_funcs.php"
"global","ro","str_file","fișier","interface.php,mainpage_footer.php,project_admin.php,upload_funcs.php"
"global","en","str_file_manager","file manager","interface.php,project_admin.php"
"global","hu","str_file_manager","fájl kezelő","interface.php,project_admin.php"
"global","ro","str_file_manager","manipulare fișiere","interface.php,project_admin.php"
"global","en","str_file_upload","file upload","mainpage_footer.php,upload_funcs.php"
"global","hu","str_file_upload","fájl feltöltés","mainpage_footer.php,upload_funcs.php"
"global","ro","str_file_upload","încărcare fișier","mainpage_footer.php,upload_funcs.php"
"global","en","str_filter","filter","results_builder.php"
"global","hu","str_filter","szűrés","results_builder.php"
"global","ro","str_filter","filtrare","results_builder.php"
"global","en","str_filters_in_this_query","Filters in this query","results_builder.php"
"global","hu","str_filters_in_this_query","Szűrők a lekérdezésben","results_builder.php"
"global","ro","str_filters_in_this_query","filtre în această interogare","results_builder.php"
"global","en","str_font_size","font size","upload_show-table-form.php"
"global","hu","str_font_size","betű méret","upload_show-table-form.php"
"global","ro","str_font_size","mărime caractere","upload_show-table-form.php"
"global","en","str_form","form","interface.php,project_admin.php"
"global","hu","str_form","ürlap","interface.php,project_admin.php"
"global","ro","str_form","formular","interface.php,project_admin.php"
"global","en","str_formname","form name","interface.php"
"global","hu","str_formname","űrlap név","interface.php"
"global","ro","str_formname","numele formularului","interface.php"
"global","en","str_formtype","form type","interface.php"
"global","hu","str_formtype","űrlap típus","interface.php"
"global","ro","str_formtype","tipul formularului","interface.php"
"global","en","str_foundation","founded","interface.php"
"global","hu","str_foundation","alapítva","interface.php"
"global","ro","str_foundation","fondat","interface.php"
"global","en","str_found_names","found names","metaname.php"
"global","hu","str_found_names","Talált nevek","metaname.php"
"global","ro","str_found_names","denumiri găsite","metaname.php"
"global","en","str_french","French","profile.php"
"global","hu","str_french","Francia","profile.php"
"global","ro","str_french","franceză","profile.php"
"global","en","str_from","from",
"global","hu","str_from","-tól",
"global","ro","str_from","de la",
"global","en","str_fulllist","full list",
"global","hu","str_fulllist","teljes lista",
"global","ro","str_fulllist","listă completă",
"global","en","str_function","function","interface.php,project_admin.php,upload_show-table-form.php"
"global","hu","str_function","függvény","interface.php,project_admin.php,upload_show-table-form.php"
"global","ro","str_function","funcţie","interface.php,project_admin.php,upload_show-table-form.php"
"global","en","str_functions","functions","interface.php,project_admin.php,upload_show-table-form.php"
"global","hu","str_functions","függvények","interface.php,project_admin.php,upload_show-table-form.php"
"global","ro","str_functions","funcţii","interface.php,project_admin.php,upload_show-table-form.php"
"global","en","str_geomdesc","geometry managagement interface","interface.php"
"global","hu","str_geomdesc","geometria kezelési felület","interface.php"
"global","ro","str_geomdesc","interfața de manipulare a geometriilor încărcate","interface.php"
"global","en","str_geometry","geometry","interface.php,project_admin.php,upload_funcs.php,upload_show-table-form.php"
"global","hu","str_geometry","geometria","interface.php,project_admin.php,upload_funcs.php,upload_show-table-form.php"
"global","ro","str_geometry","geometrie","interface.php,project_admin.php,upload_funcs.php,upload_show-table-form.php"
"global","en","str_geometry_type","geometry type","interface.php"
"global","hu","str_geometry_type","geometria típus","interface.php"
"global","ro","str_geometry_type","tip geometrie","interface.php"
"global","en","str_geometry_verification_failed","geometry verification failed","upload_funcs.php"
"global","hu","str_geometry_verification_failed","érvénytelen geometria","upload_funcs.php"
"global","ro","str_geometry_verification_failed","geometrie invalidă","upload_funcs.php"
"global","en","str_geom_x","X coordinate",
"global","hu","str_geom_x","X koordináta",
"global","ro","str_geom_x","coordonata X",
"global","en","str_geom_y","Y coordinate",
"global","hu","str_geom_y","Y koordináta",
"global","ro","str_geom_y","coordonata Y",
"global","en","str_get_coordinates_from_map","get coordinates from map","interface.php,upload_show-table-form.php"
"global","hu","str_get_coordinates_from_map","koordináták térképről","interface.php,upload_show-table-form.php"
"global","ro","str_get_coordinates_from_map","desenează geometrie pe hartă","interface.php,upload_show-table-form.php"
"global","en","str_get_geometry_from_named_list","get geometry from named list","interface.php,upload_show-table-form.php"
"global","hu","str_get_geometry_from_named_list","geometria listából","interface.php,upload_show-table-form.php"
"global","ro","str_get_geometry_from_named_list","geometrie din lista de geometrii salvate","interface.php,upload_show-table-form.php"
"global","en","str_given_name","given name","profile.php"
"global","hu","str_given_name","keresztnév","profile.php"
"global","ro","str_given_name","prenume","profile.php"
"global","en","str_global_translations","global translations","project_admin.php"
"global","hu","str_global_translations","globális fordítások","project_admin.php"
"global","ro","str_global_translations","traduceri globale","project_admin.php"
"global","en","str_green","green",
"global","hu","str_green","zöld",
"global","ro","str_green","verde",
"global","en","str_group","group","interface.php,profile.php,project_admin.php,upload_show-table-form.php"
"global","hu","str_group","csoport","interface.php,profile.php,project_admin.php,upload_show-table-form.php"
"global","ro","str_group","grup","interface.php,profile.php,project_admin.php,upload_show-table-form.php"
"global","en","str_groupcreateexplain","Set the groups' rights here","project_admin.php"
"global","hu","str_groupcreateexplain","A csoport jogosultságok itt beállíthatóak","project_admin.php"
"global","ro","str_groupcreateexplain","setați drepturile grupului aici","project_admin.php"
"global","en","str_groupmembercreateexplain","Set the group's members here","project_admin.php"
"global","hu","str_groupmembercreateexplain","A csoport tagságok itt beállíthatóak","project_admin.php"
"global","ro","str_groupmembercreateexplain","setați membrii grupului aici","project_admin.php"
"global","en","str_groupped_fill","groupped fill","upload_show-table-form.php"
"global","hu","str_groupped_fill","csoportosított kitöltés","upload_show-table-form.php"
"global","ro","str_groupped_fill","completare grupată","upload_show-table-form.php"
"global","en","str_groups","groups","interface.php,profile.php,project_admin.php"
"global","hu","str_groups","csoportok","interface.php,profile.php,project_admin.php"
"global","ro","str_groups","grupuri","interface.php,profile.php,project_admin.php"
"global","en","str_header_information","header information","interface.php"
"global","hu","str_header_information","fejléc információk","interface.php"
"global","ro","str_header_information","informații încărcare","interface.php"
"global","en","str_help","Help",
"global","hu","str_help","Segítség",
"global","ro","str_help","ajutor",
"global","en","str_hidden","hidden",
"global","hu","str_hidden","rejtett",
"global","ro","str_hidden","ascuns",
"global","en","str_hungarian","Hungarian","profile.php"
"global","hu","str_hungarian","Magyar","profile.php"
"global","ro","str_hungarian","maghiară","profile.php"
"global","en","str_hun_name","Hungarian name",
"global","hu","str_hun_name","Magyar név",
"global","ro","str_hun_name","denumire maghiară",
"global","en","str_identify","identify",
"global","hu","str_identify","azonosít",
"global","ro","str_identify","identifică",
"global","ru","str_identify","идентифицировать",
"global","en","str_if_defined_xy","If defined X,Y coords or Like this: [[1,2],[2,3],[2,1]])","upload_show-table-form.php"
"global","hu","str_if_defined_xy","Ha meg vannak adva koordináták vagy ilyenek: [[1,2],[2,3],[2,1]])","upload_show-table-form.php"
"global","ro","str_if_defined_xy","dacă sunt definite coordonatele X, Y sau : [[1,2],[2,3],[2,1]]","upload_show-table-form.php"
"global","en","str_iflogin","If you are signed in, you can save the query or download the results.",
"global","hu","str_iflogin","Ha be lenne jelentkezve eltárolhatná a lekérdezést vagy letölthetné az eredményeket.",
"global","ro","str_iflogin","Din cauza manipulării datelor sensibile detaliile pot fi accesate doar după autentificare. <br> Puteți salva căutarea avansată și descărca rezultatele numai după înregistrare.",
"global","en","str_import","import","upload_show-table-form.php"
"global","hu","str_import","importálás","upload_show-table-form.php"
"global","ro","str_import","importă","upload_show-table-form.php"
"global","en","str_import_data","import data","upload_show-table-form.php"
"global","hu","str_import_data","adatok feltöltése","upload_show-table-form.php"
"global","ro","str_import_data","încărcare date","upload_show-table-form.php"
"global","en","str_inaccurate_name","inaccurate name",
"global","hu","str_inaccurate_name","pontatlan név",
"global","ro","str_inaccurate_name","inaccurate name",
"global","en","str_included","included","project_admin.php"
"global","hu","str_included","tartalmazza","project_admin.php"
"global","ro","str_included","conține","project_admin.php"
"global","en","str_increase_text_size","increase fonts","upload_show-table-form.php"
"global","hu","str_increase_text_size","betűket növel","upload_show-table-form.php"
"global","ro","str_increase_text_size","crește caracterele","upload_show-table-form.php"
"global","en","str_increment","increment","upload_show-table-form.php"
"global","hu","str_increment","növekmény","upload_show-table-form.php"
"global","ro","str_increment","creștere","upload_show-table-form.php"
"global","en","str_initialzoom","initial zoom","profile.php"
"global","hu","str_initialzoom","kezdeti nagyítás","profile.php"
"global","ro","str_initialzoom","zoom inițial","profile.php"
"global","en","str_input","input","project_admin.php"
"global","hu","str_input","bevitel","project_admin.php"
"global","ro","str_input","introducere","project_admin.php"
"global","en","str_in_row","row","common_pg_funcs.php"
"global","hu","str_in_row","sorban","common_pg_funcs.php"
"global","ro","str_in_row","rândul","common_pg_funcs.php"
"global","en","str_institute","Institute","project_admin.php"
"global","hu","str_institute","Intézmény","project_admin.php"
"global","ro","str_institute","instituție","project_admin.php"
"global","en","str_integer","integer","project_admin.php"
"global","hu","str_integer","egész szám","project_admin.php"
"global","ro","str_integer","număr întreg","project_admin.php"
"global","en","str_intersects","intersects",
"global","hu","str_intersects","metszi",
"global","ro","str_intersects","intersectează",
"global","en","str_in_the","in the",
"global","hu","str_in_the","a",
"global","ro","str_in_the","in the",
"global","en","str_inthisquerythefollowing","List of collectors","results_builder.php"
"global","hu","str_inthisquerythefollowing","A lekérdezésben az alábbi gyüjtők és adatközlők adatai szerepelnek","results_builder.php"
"global","ro","str_inthisquerythefollowing","Lista observatorilor din interogare","results_builder.php"
"global","en","str_inv_code","Invitation code",
"global","hu","str_inv_code","Meghívó kód",
"global","ro","str_inv_code","cod invitație",
"global","en","str_invitate","An invitation  is required to sign up. Only <a href=""?database#members"">members</a> can send invitations. The registration and the database usage are free. For further assistance, please contact the database  <a href=""?database#maintainers"">maintainers</a> or its <a href=""?database#founder"">founder</a>.",
"global","hu","str_invitate","A regisztrációhoz meghívásra van szükség. Csak <a href=""?database#members"">tagok</a> küldhetnek meghívókat. A regisztráció és az adatbázis használata ingyenes. További segítségért kérjük, lépjen kapcsolatba az adatbázis <a href=""?database#maintainers"">üzemeltetőivel</a> vagy az <a href=""?database#founder"">alapítójával</a>.",
"global","ro","str_invitate","Înregistrarea la baza de date se face pe bază de invitație. Invitație poate fi trimisă de oricare <a href=""?database#members"">membru</a> a bazei de date. Înregistrarea și folosirea bazei de date este gratuită. Pentru asistență vă rugăm contactați <a href=""?database#maintainers"">administratorii</a>.",""
"global","en","str_invitation","invitation","afuncs.php,common_pg_funcs.php,prepare_vars.php,profile.php"
"global","hu","str_invitation","meghívás","afuncs.php,common_pg_funcs.php,prepare_vars.php,profile.php"
"global","ro","str_invitation","invitație","afuncs.php,common_pg_funcs.php,prepare_vars.php,profile.php"
"global","en","str_invitation_accomplished","Invitation accomplished","common_pg_funcs.php"
"global","hu","str_invitation_accomplished","A meghívó küldése sikeres volt","common_pg_funcs.php"
"global","ro","str_invitation_accomplished","Invitație cu succes","common_pg_funcs.php"
"global","en","str_invitation_success_but_use_your_existing_account_to_login","CONGRATULATION! You have joined the %PROJECTTABLE% database! Please note, that this email address is used as a username on this server for another database. Use that password to log in. If you do not remember the password, use the forgotten password option to create an other.","prepare_vars.php"
"global","hu","str_invitation_success_but_use_your_existing_account_to_login","GRATULÁLUNK! Csatlakozott a %PROJECTTABLE% adatbázishoz! Figyelem, ezzel az email címmel mint felhasználó azonosítóval ezen a szerveren már egy másik adatbázisnál regisztrált. Használja az ott megadott jelszavát a bejelentkezéshez. Ha nem emlékszik a jelszavára, használja az elfelejtett jelszó opciót.","prepare_vars.php"
"global","ro","str_invitation_success_but_use_your_existing_account_to_login","FELICITĂRI! V-ați alăturat cu succes bazei de date %PROJECTTABLE%! Vă reamintim că deja ați folosit această adresă de e-mail ca nume de utilizator într-o altă bază de date OpenBioMaps de pe acest server. Folosiți aceeași parolă și adresă e-mail ca nume de utilizator pentru a vă conecta în această bază de date. Dacă ați uitat parola, folosiți funcția de parolă uitată pentru a crea una nouă.","prepare_vars.php"
"global","en","str_invites","invites","interface.php"
"global","hu","str_invites","meghívások","interface.php"
"global","ro","str_invites","invitații","interface.php"
"global","en","str_invtext1","invites you to use a database that was created in the OpenBioMaps Data Management System","afuncs.php"
"global","hu","str_invtext1","meghívja önt egy adatbázis használatára ami az OpenBioMaps adatkezelő rendszerben készült","afuncs.php"
"global","ro","str_invtext1","vă invită să utilizați serviciile de hărți și baze de date OpenBioMaps","afuncs.php"
"global","en","str_invtext2","In the OpenBioMaps framework, you get access to the following project","afuncs.php"
"global","hu","str_invtext2","Az OpenBioMaps keretrendszerben ön az alábbi projekthez kap hozzáférést","afuncs.php"
"global","ro","str_invtext2","Veți primi acces la următorul proiect din sistemul OpenBioMaps","afuncs.php"
"global","en","str_invtext3","To accept the invitation follow this link","afuncs.php"
"global","hu","str_invtext3","A meghívás elfogadásához kövesse az alábbi linket","afuncs.php"
"global","ro","str_invtext3","Pentru acceptarea invitației accesați linkul","afuncs.php"
"global","en","str_italian","Italian","profile.php"
"global","hu","str_italian","Olasz","profile.php"
"global","ro","str_italian","italiană","profile.php"
"global","en","str_itisalready_evaluated","it's already evaluated, thanks","evaluation.php"
"global","hu","str_itisalready_evaluated","ezt már értékelte az előbb, köszi","evaluation.php"
"global","ro","str_itisalready_evaluated","deja evaluat","evaluation.php"
"global","en","str_join","join","metaname.php"
"global","hu","str_join","összekapcsol","metaname.php"
"global","ro","str_join","combinare","metaname.php"
"global","en","str_jump","jump","upload_funcs.php"
"global","hu","str_jump","ugorj","upload_funcs.php"
"global","ro","str_jump","săriți","upload_funcs.php"
"global","en","str_key","key",
"global","hu","str_key","kulcs",
"global","ro","str_key","cheie",
"global","en","str_label","label","interface.php"
"global","hu","str_label","cimke","interface.php"
"global","ro","str_label","etichetă","interface.php"
"global","en","str_label_download","Download",
"global","hu","str_label_download","Letöltés",
"global","ro","str_label_download","descărcare",
"global","en","str_lang","language","interface.php,metaname.php,project_admin.php"
"global","hu","str_lang","nyelv","interface.php,metaname.php,project_admin.php"
"global","ro","str_lang","limbă","interface.php,metaname.php,project_admin.php"
"global","en","str_lang_definitions","lang definitions","interface.php"
"global","hu","str_lang_definitions","nyelvi definíciók","interface.php"
"global","ro","str_lang_definitions","definiții de limbă","interface.php"
"global","en","str_lang_label","Magyarul",
"global","hu","str_lang_label","in English",
"global","ro","str_lang_label","română",
"global","ru","str_lang_label","русский",
"global","en","str_last_rows","last rows",
"global","hu","str_last_rows","legutóbbi sorok",
"global","ro","str_last_rows","ultimele rânduri",
"global","ru","str_last_rows","последние строки",
"global","en","str_last_modify","last modification","interface.php,results_builder.php"
"global","hu","str_last_modify","utolsó módosítás","interface.php,results_builder.php"
"global","ro","str_last_modify","ultima modificare","interface.php,results_builder.php"
"global","en","str_last_upload","last upload",
"global","hu","str_last_upload","utolsó feltöltés",
"global","ro","str_last_upload","ultimele încărcări",
"global","ru","str_last_upload","последняя вставка",
"global","en","str_latitude","latitude (Y)","project_admin.php"
"global","hu","str_latitude","szélesség (Y)","project_admin.php"
"global","ro","str_latitude","latitudine (Y)","project_admin.php"
"global","ru","str_latitude","широта (Y)","project_admin.php"
"global","en","str_layer","layer","interface.php,profile.php,project_admin.php"
"global","hu","str_layer","réteg","interface.php,profile.php,project_admin.php"
"global","ro","str_layer","strat","interface.php,profile.php,project_admin.php"
"global","en","str_layer_def","layer definition","interface.php,project_admin.php"
"global","hu","str_layer_def","réteg definíció","interface.php,project_admin.php"
"global","ro","str_layer_def","definiția stratului","interface.php,project_admin.php"
"global","en","str_layer_definitions","web map layers","interface.php"
"global","hu","str_layer_definitions","webes térképi rétegek","interface.php"
"global","ro","str_layer_definitions","map layers","interface.php"
"global","en","str_layers","layers","profile.php,project_admin.php"
"global","hu","str_layers","rétegek","profile.php,project_admin.php"
"global","ro","str_layers","straturi","profile.php,project_admin.php"
"global","en","str_left","left","upload.php"
"global","hu","str_left","bal","upload.php"
"global","ro","str_left","stâng","upload.php"
"global","en","str_legend","notation",
"global","hu","str_legend","jelmagyarázat",
"global","ro","str_legend","legendă",
"global","en","str_length","length","project_admin.php"
"global","hu","str_length","hossz","project_admin.php"
"global","ro","str_length","lungime","project_admin.php"
"global","en","str_level","level",
"global","hu","str_level","szint",
"global","ro","str_level","nivel",
"global","en","str_lightblue","lightblue",
"global","hu","str_lightblue","világoskék",
"global","ro","str_lightblue","albastru deschis",
"global","en","str_lightgreen","lightgreen",
"global","hu","str_lightgreen","világoszöld",
"global","ro","str_lightgreen","verde deschis",
"global","en","str_like","I like!","interface.php"
"global","hu","str_like","ez jó!","interface.php"
"global","ro","str_like","îmi place!","interface.php"
"global","en","str_line","line","project_admin.php,upload_show-table-form.php"
"global","hu","str_line","vonal","project_admin.php,upload_show-table-form.php"
"global","ro","str_line","linie","project_admin.php,upload_show-table-form.php"
"global","en","str_list","list","project_admin.php,upload_show-table-form.php"
"global","hu","str_list","lista","project_admin.php,upload_show-table-form.php"
"global","ro","str_list","listă","project_admin.php,upload_show-table-form.php"
"global","en","str_listed","listed",
"global","hu","str_listed","listázva",
"global","ro","str_listed","listat",
"global","en","str_load","load","interface.php,profile.php,project_admin.php"
"global","hu","str_load","betölt","interface.php,profile.php,project_admin.php"
"global","ro","str_load","încarcă","interface.php,profile.php,project_admin.php"
"global","en","str_load_imports","interrupted imports","interface.php,profile.php,project_admin.php"
"global","hu","str_load_imports","felfüggesztett adatfeltöltések","interface.php,profile.php,project_admin.php"
"global","ro","str_load_imports","încărcări întrerupte","interface.php,profile.php,project_admin.php"
"global","en","str_load_orcid_profile","Load ORCID profile data","profile.php"
"global","hu","str_load_orcid_profile","ORCID profil adatok betöltése","profile.php"
"global","ro","str_load_orcid_profile","încărcarea datelor de profil ORCID","profile.php"
"global","en","str_load_selections","spatial query","interface.php"
"global","hu","str_load_selections","térbeli lekérdezés","interface.php"
"global","ro","str_load_selections","interogare spațială","interface.php"
"global","en","str_local_language_definitions","local language defintions",
"global","hu","str_local_language_definitions","helyi nyelvi definíciók",
"global","ro","str_local_language_definitions","definiții de limbă locale",
"global","en","str_local_translations","local translations","project_admin.php"
"global","hu","str_local_translations","helyi fordítások","project_admin.php"
"global","ro","str_local_translations","traduceri locale","project_admin.php"
"global","en","str_loggedin","logged in!",
"global","hu","str_loggedin","be van jelentkezve!",
"global","ro","str_loggedin","Sunteți conectat!",
"global","en","str_login","Log in","common_pg_funcs.php,interface.php,prepare_vars.php"
"global","hu","str_login","Belépés","common_pg_funcs.php,interface.php,prepare_vars.php"
"global","ro","str_login","intrare","common_pg_funcs.php,interface.php,prepare_vars.php"
"global","en","str_logined_users","logged-in users","interface.php"
"global","hu","str_logined_users","bejelentkezett felhasználók","interface.php"
"global","ro","str_logined_users","utilizatori înregistrați","interface.php"
"global","en","str_login_error","LogIn error","common_pg_funcs.php,prepare_vars.php"
"global","hu","str_login_error","Bejelentkezési hiba","common_pg_funcs.php,prepare_vars.php"
"global","ro","str_login_error","Eroare login","common_pg_funcs.php,prepare_vars.php"
"global","en","str_login_orcid","Sing in with ORCID iD","common_pg_funcs.php"
"global","hu","str_login_orcid","Bejelentkezés ORCID iD-val","common_pg_funcs.php"
"global","ro","str_login_orcid","intrare cu date de identificare ORCID","common_pg_funcs.php"
"global","en","str_logout","log out",
"global","hu","str_logout","kilép",
"global","ro","str_logout","ieșire",
"global","ru","str_logout","выйти",
"global","en","str_longitude","longitude (X)","project_admin.php"
"global","hu","str_longitude","hosszúság (X)","project_admin.php"
"global","ro","str_longitude","longitudine (X)","project_admin.php"
"global","ru","str_longitude","долгота (X)","project_admin.php"
"global","en","str_long_text","long text","project_admin.php"
"global","hu","str_long_text","hosszú szöveg","project_admin.php"
"global","ro","str_long_text","text lung","project_admin.php"
"global","en","str_lostpasswd","lost password","common_pg_funcs.php"
"global","hu","str_lostpasswd","elfelejtett jelszó","common_pg_funcs.php"
"global","ro","str_lostpasswd","parolă uitată","common_pg_funcs.php"
"global","en","str_mainteners","mainteners","interface.php"
"global","hu","str_mainteners","üzemeltetők","interface.php"
"global","ro","str_mainteners","administratori","interface.php"
"global","en","str_map","map","interface.php,profile.php,project_admin.php"
"global","hu","str_map","térkép","interface.php,profile.php,project_admin.php"
"global","ro","str_map","hartă","interface.php,profile.php,project_admin.php"
"global","ru","str_map","карта","interface.php,profile.php,project_admin.php"
"global","en","str_map_access","map access","profile.php"
"global","hu","str_map_access","térkép elérés","profile.php"
"global","ro","str_map_access","acces hartă","profile.php"
"global","en","str_map_definitions","mapserver settings","interface.php"
"global","hu","str_map_definitions","mapszerver beállítások","interface.php"
"global","ro","str_map_definitions","definiții mapserver","interface.php"
"global","en","str_map_inf","map information","interface.php"
"global","hu","str_map_inf","térképi információk","interface.php"
"global","ro","str_map_inf","informații hartă","interface.php"
"global","en","str_map_usage","The sample points (green) are displayed on the map. More observations can belong to the same sample point. Clicking on the points will produce an information box below with sample details included.",
"global","hu","str_map_usage","A térképen láthatóak a mintavételi pontok (zöld pöttyök). Egy mintavételi ponthoz több faj adat tartozik. Egy adott pontra kattintva a térkép alatt megjelenő információ sávban olvashatók az adott a mintavételi pont adatai.",
"global","ro","str_map_usage","Pe hartă sunt vizibile punctele de observație colorate în verde. Unor puncte pot fi atribuite mai multe specii observate. Accesând un punct, în subsolul hărții se pot viziona toate observațiile de pe punctul respectiv.",
"global","en","str_max","maximum","upload_show-table-form.php"
"global","hu","str_max","maximum","upload_show-table-form.php"
"global","ro","str_max","maxim","upload_show-table-form.php"
"global","en","str_mean","mean","upload_show-table-form.php"
"global","hu","str_mean","átlag","upload_show-table-form.php"
"global","ro","str_mean","medie","upload_show-table-form.php"
"global","en","str_members","members","interface.php,mainpage_sidebar1.php,profile.php,project_admin.php"
"global","hu","str_members","tagok","interface.php,mainpage_sidebar1.php,profile.php,project_admin.php"
"global","ro","str_members","membrii","interface.php,mainpage_sidebar1.php,profile.php,project_admin.php"
"global","ru","str_members","члены","interface.php,mainpage_sidebar1.php,profile.php,project_admin.php"
"global","en","str_message","message","interface.php,main.js.php,prepare_vars.php,upload.php"
"global","hu","str_message","üzenet","interface.php,main.js.php,prepare_vars.php,upload.php"
"global","ro","str_message","mesaj","interface.php,main.js.php,prepare_vars.php,upload.php"
"global","en","str_messages","messages","interface.php,main.js.php,upload.php"
"global","hu","str_messages","üzenetek","interface.php,main.js.php,upload.php"
"global","ro","str_messages","mesaje","interface.php,main.js.php,upload.php"
"global","en","str_message_sent","Message sent","prepare_vars.php"
"global","hu","str_message_sent","Üzenet elküldve","prepare_vars.php"
"global","ro","str_message_sent","Mesaj trimis","prepare_vars.php"
"global","en","str_metal","metal",
"global","hu","str_metal","fém",
"global","ro","str_metal","metal",
"global","en","str_meter","meter","geomtest.php,interface.php,profile.php"
"global","hu","str_meter","méter","geomtest.php,interface.php,profile.php"
"global","ro","str_meter","metru","geomtest.php,interface.php,profile.php"
"global","en","str_metrics","metrics",
"global","hu","str_metrics","metrika",
"global","ro","str_metrics","statistici",
"global","en","str_min","minimum","upload_show-table-form.php"
"global","hu","str_min","minimum","upload_show-table-form.php"
"global","ro","str_min","minim","upload_show-table-form.php"
"global","en","str_mire","to",
"global","hu","str_mire","mire",
"global","ro","str_mire","la",
"global","en","str_mispelled_name","mispellation","metaname.php"
"global","hu","str_mispelled_name","elírás","metaname.php"
"global","ro","str_mispelled_name","denumire scrisă eronat","metaname.php"
"global","en","str_missing_mandatory_field","missing mandatory field","upload_funcs.php"
"global","hu","str_missing_mandatory_field","hiányzó kötelező mező","upload_funcs.php"
"global","ro","str_missing_mandatory_field","lipsă câmp obligatoriu","upload_funcs.php"
"global","en","str_missing_shpfile","incomplete shape (shp) file",
